t,y
0.0,1.1431954398453903
0.03330000000000001,1.1396494403795097
0.06657777777777772,1.1290114419818669
0.09987777777777768,1.107735445186581
0.13317777777777787,1.069911450883851
0.1664777777777778,1.021449458183478
0.19975555555555552,0.9599854674415416
0.2330666666666667,0.9020674761654862
0.2663444444444445,0.8240554879161054
0.29963333333333325,0.740133500556923
0.3329222222222223,0.6479375144440185
0.3662111111111112,0.5510135290432725
0.39952222222222217,0.4292675473813601
0.4328000000000001,0.3278630572403314
0.4661000000000001,0.2042182577501808
0.4993888888888889,0.11223085984115122
0.5326888888888891,-0.000598672083671925
